scorer,,,sebastien,sebastien,sebastien,sebastien,sebastien,sebastien,sebastien,sebastien,sebastien,sebastien,sebastien,sebastien,sebastien,sebastien,sebastien,sebastien,sebastien,sebastien
individuals,,,club1,club1,club1,club1,club1,club1,club2,club2,club2,club2,club2,club2,club3,club3,club3,club3,club3,club3
bodyparts,,,clubhead,clubhead,clubmiddle,clubmiddle,clubhandle,clubhandle,clubhead,clubhead,clubmiddle,clubmiddle,clubhandle,clubhandle,clubhead,clubhead,clubmiddle,clubmiddle,clubhandle,clubhandle
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,video-youtube-1_train_eval,img0006.png,516.9232091474172,541.1265820797513,559.3713769016194,471.19594674109766,586.0375335677209,424.3941207556952,754.8913615270385,189.9763182089518,726.3787256721646,265.11549975591385,706.2521591863712,317.78001539374,,,,,,
labeled-data,video-youtube-1_train_eval,img0110.png,569.4996145044144,533.3601798637612,594.7246851654594,457.27144213208436,614.1603953469204,403.92662057020215,581.0783354635826,533.773705612303,605.8898803760859,458.0984936291678,622.8444360662966,407.23482655853593,735.323439669645,340.6571810433186,,,,
labeled-data,video-youtube-1_train_eval,img0112.png,570.0604794411862,532.5167539207915,596.1824288283875,455.5114239564375,614.1412690320885,400.81859242698465,582.8493504953368,536.8704121519918,605.978159848588,458.2324603509377,621.4880672972389,407.893287052685,738.560492091726,347.6408321019059,,,,
labeled-data,video-youtube-1_train_eval,img0129.png,555.6652149461315,525.6043706449183,593.5702484943757,453.8196168455884,620.0702277006704,405.51585727968427,598.6018901158241,545.7309371307117,608.6651733587208,468.5790989351703,613.0259294306427,413.5664838740016,676.7600566356552,338.4273023270395,735.1270994444562,354.52855551567427,771.0194763441211,362.5791821099916
labeled-data,video-youtube-1_train_eval,img0169.png,534.3338061502022,523.3798306176753,574.9223818965522,455.284947340741,604.1059033009527,407.65207332436324,574.2514963470257,548.2025959501539,588.3400928870813,469.7089866555596,598.0679333552147,414.3609288196277,712.5388543489507,312.93200665716813,707.9130924783004,351.0265161801701,703.8315378865502,373.3390146150713
labeled-data,video-youtube-1_train_eval,img0186.png,546.9708510639659,539.3532453855569,580.5151285402883,465.5558349376477,605.3378938727668,415.5748614979274,577.160700792656,554.7836130246652,591.5847401074747,479.6444314777031,599.9708094765552,426.3090302903505,778.9559819651396,361.1258902105155,729.3104513001825,361.7967757600419,701.8041437695981,360.79044743575224
labeled-data,video-youtube-1_train_eval,img0214.png,570.0795496787213,196.57169765568563,602.2820560559908,246.21722832064273,622.4086225417841,273.0526503017006,618.0478664698622,163.02742017936328,636.8326618566027,187.8501855118418,650.2503728471318,203.28055315095008,654.2756861442904,499.4765232668767,669.3706110086355,439.0968238094964,676.7503520534264,400.1854619369625
labeled-data,video-youtube-1_train_eval,img0250.png,662.8299327561613,497.4895470555039,683.5341700603511,435.59497315451995,693.0253164143957,398.0718364059716,580.7770514277529,269.526070297298,617.5110427535049,270.07027757619807,634.9256756783058,268.709759378948,487.44550309639806,221.09162247519552,552.2061692855015,246.12515730459683,579.4165332305029,256.7371992431474
labeled-data,video-youtube-1_train_eval,img0314.png,521.4232312394392,145.30342878603787,595.8915272368748,157.0439259027507,644.195286802779,165.42999527183127,499.6194508798297,321.4108906551808,566.7080058324744,348.58175541100195,612.6636659750361,368.37287912203215,615.8340842774195,533.6791075589867,657.1866591315918,468.3420392893946,,
labeled-data,video-youtube-1_train_eval,img0325.png,493.43231461671917,164.29889787199755,570.4376445810731,182.25773807569846,622.6815433554758,197.7676455243493,562.5466390370227,288.106053821754,624.858372471076,321.84690511355575,,,548.8691001060159,499.7217994168805,602.2045012933685,445.7155126800015,637.0905498687438,408.14592190652047
labeled-data,video-youtube-1_train_eval,img0478.png,545.6770044542668,468.27222462951363,601.9617095770893,417.0641791844359,645.0029546710125,385.9420481165222,542.5868637808569,458.56035394165406,603.2860555799793,424.1273578665156,640.5884679947127,402.27564881883154,630.4803780999415,526.5326323615315,671.4043966210548,458.43774908459704,694.8853908544804,414.4947455906148
labeled-data,video-youtube-1_train_eval,img0553.png,475.4774270903979,213.2191928540409,551.1222388575018,206.68870550724057,,,583.9922915219265,500.758390047938,611.1413845811703,441.3835442517056,636.7454073037093,400.99099116356234,557.2846471303127,510.0288120681676,608.4926925753905,453.96483127916,642.484239982899,414.4551755262767
